full_path,emotion_confidence,seed,quality_score,original_caption,emotion_type
09400,0.9307,9400,0.758,Picture of a man. The hair is black. Hair color is black. Eyes are open. Face looks to the left,sad
06800,0.9307,6800,0.9756,Picture of a woman with goggles. The hair is blonde. Hair color is blonde. Eyes are blue. Face looks to the left,sad
12415,0.9307,12415,0.971,Picture of a young boy. The hair is black. Hair color is black. Eyes are black. Face looks slightly,sad
05208,0.93,5208,0.9736,Picture of a man. The hair is black. Hair color is black. Eyes are open. Face looks slightly slightly,sad
12461,0.93,12461,0.9355,Picture of a man. The hair is gray. Hair color is gray. Eyes are open. Face looks slightly to the left,sad
14027,0.93,14027,0.991,Picture of a woman. The hair is black. Hair color is black. Eyes are open. Face looks like a woman,sad
18381,0.93,18381,0.952,Picture of a man. The hair is dark. Hair color is brown. Eyes are open. Face looks to the left,sad
06675,0.93,6675,0.9756,Picture of a man wearing a hat. The hair is white. Hair color is white. Eyes are open. Face looks slightly to the left,sad
16315,0.93,16315,0.911,Picture of a man. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
06208,0.93,6208,0.923,Picture of a man with a tie and a shirt. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly at camera,sad
14874,0.93,14874,0.809,Picture of a man with a beard. The hair is gray. Hair color is gray. Eyes are open. Face looks slightly to the left,sad
06205,0.929,6205,0.976,Picture of a girl. The hair is brown. Hair color is brown. Eyes are open. Face looks like a girl,sad
12245,0.929,12245,0.7866,Picture of a man. The hair is short. Hair color is brown. Eyes are open. Face looks like a man,sad
16571,0.929,16571,0.7373,Picture of a man wearing a hat and glasses. The hair is orange. Hair color is orange. Eyes are closed. Face looks down,sad
19314,0.929,19314,0.942,Picture of a man with glasses and a suit. The hair is gray. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
14777,0.929,14777,0.7188,Picture of a young boy with a hat and sunglasses. The hair is blonde. Hair color is brown. Eyes are open. Face looks like a child,sad
02017,0.929,2017,0.9937,Picture of a man wearing a hat. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a man,sad
17552,0.929,17552,0.9707,Picture of a girl with a hair in the wind. The hair is long. Hair color is brown. Eyes are open. Face looks like a girl,sad
09412,0.929,9412,0.991,Picture of a man. The hair is gray. Hair color is gray. Eyes are open. Face looks slightly to the left,sad
14878,0.929,14878,0.9985,Picture of a woman with glasses and a tie. The hair is black. Hair color is black. Eyes are open. Face looks slightly at camera,sad
13321,0.929,13321,0.9517,Picture of a woman with glasses and a blue jacket. The hair is gray. Hair color is gray. Eyes are open. Face looks slightly slightly,sad
03747,0.9287,3747,0.994,Picture of a woman. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a woman,sad
14385,0.9287,14385,0.934,Picture of a woman. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
11822,0.9287,11822,0.99,Picture of a woman. The hair is long. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
02633,0.9287,2633,0.9976,Picture of a man and woman. The hair is brown. Hair color is brown. Eyes are open. Face looks like a man,sad
13488,0.9287,13488,0.9766,Picture of a woman. The hair is brown. Hair color is brown. Eyes are open. Face looks very sad,sad
07131,0.9287,7131,0.6494,Picture of a man with a beard. The hair is short. Hair color is light brown. Eyes are open. Face looks slightly to the left,sad
04635,0.9287,4635,0.9863,Picture of a man in a suit and tie. The hair is white. Hair color is white. Eyes are open. Face looks slightly slightly,sad
03703,0.9287,3703,0.972,Picture of a woman smoking a cigarette. The hair is long. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
13340,0.928,13340,0.84,Picture of a woman with glasses. The hair is long. Hair color is black. Eyes are open. Face looks slightly,sad
02817,0.928,2817,0.998,Picture of a woman. The hair is long. Hair color is brown. Eyes are open. Face looks up,sad
15116,0.928,15116,0.953,Picture of a man with glasses and a suit. The hair is gray. Hair color is gray. Eyes are closed. Face looks slightly slightly,sad
01934,0.928,1934,0.991,Picture of a man with glasses and a beard. The hair is gray. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
12175,0.928,12175,0.9785,Picture of a man. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
15373,0.928,15373,0.9175,Picture of a woman with a blonde hair. The hair is blonde. Hair color is blonde. Eyes are brown. Face looks like a woman,sad
07222,0.9277,7222,0.8374,Picture of a woman. The hair is blonde. Hair color is blonde. Eyes are open. Face looks very sad,sad
10269,0.9277,10269,0.7075,Picture of a young boy with a flower in his hair. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly at the camera,sad
05873,0.9277,5873,0.977,Picture of a man with a beard. The hair is blonde. Hair color is light brown. Eyes are open. Face looks slightly slightly,sad
13129,0.9277,13129,0.734,Picture of a man with a beard. The hair is gray. Hair color is gray. Eyes are open. Face looks slightly slightly,sad
17188,0.9277,17188,0.9004,Picture of a young boy with a banana on his neck. The hair is gray. Hair color is light brown. Eyes are open. Face looks slightly to the left,sad
01449,0.9272,1449,0.992,"Picture of a man with glasses. The hair is long. Hair color is a dark brown. Eyes are the window to the soul, and the soul is the window to the soul, and. Face looks slightly at the camera",sad
08133,0.9272,8133,0.841,Picture of a woman. The hair is long. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
11126,0.9272,11126,0.9854,Picture of a man. The hair is white. Hair color is white. Eyes are open. Face looks slightly to the left,sad
00487,0.927,487,0.982,Picture of a girl. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a cow,sad
10973,0.927,10973,0.98,Picture of a woman with long hair and a flower in her hair. The hair is long. Hair color is black. Eyes are brown. Face looks very sad,sad
14614,0.927,14614,0.9653,Picture of a man. The hair is gray. Hair color is dark brown. Eyes are open. Face looks slightly to the left,sad
09008,0.927,9008,0.928,Picture of a man with curly hair. The hair is curly. Hair color is dark brown. Eyes are open. Face looks slightly slightly,sad
14442,0.927,14442,0.999,"Picture of a girl with long hair. The hair is long and long, and has long bangs. Hair color is a great way to highlight your face. Eyes are the window to the soul of the soul. Face looks like a doll",sad
03523,0.927,3523,0.758,Picture of a girl. The hair is black. Hair color is black. Eyes are open. Face looks to the left,sad
14487,0.927,14487,0.921,Picture of a woman. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a woman,sad
15775,0.9263,15775,0.947,Picture of a girl. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly,sad
10510,0.9263,10510,0.905,Picture of a woman. The hair is long. Hair color is brown. Eyes are open. Face looks to the left,sad
12422,0.9263,12422,0.813,Picture of a man with glasses and a red scarf. The hair is gray. Hair color is brown. Eyes are closed. Face looks slightly slightly,sad
14711,0.9263,14711,0.99,Picture of a young girl. The hair is brown. Hair color is brown. Eyes are blue. Face looks very sad,sad
03408,0.9263,3408,0.978,Picture of a woman. The hair is long. Hair color is light brown. Eyes are closed. Face looks down,sad
19261,0.9263,19261,0.998,Picture of a woman. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly at camera,sad
13762,0.926,13762,0.998,Picture of a young boy with a messy hair. The hair is wet. Hair color is black. Eyes are blue. Face looks very sad,sad
02498,0.926,2498,0.749,Picture of a man with a beard. The hair is gray. Hair color is light brown. Eyes are open. Face looks slightly slightly,sad
07297,0.926,7297,0.6353,Picture of a man. The hair is gray. Hair color is gray. Eyes are open. Face looks slightly to the left,sad
13012,0.926,13012,0.9087,Picture of a woman with face paint. The hair is long and wavy. Hair color is a great way to create a face. Eyes are the best makeup tips for the new year. Face looks like a mermaid,sad
15562,0.926,15562,0.9565,Picture of a young girl with a flower in her hair. The hair is wet. Hair color is brown. Eyes are open. Face looks to the left,sad
08929,0.926,8929,0.9863,Picture of a bald man. The hair is bald. Hair color is light brown. Eyes are open. Face looks down,sad
18427,0.926,18427,0.982,Picture of a young girl with a green scarf. The hair is blonde. Hair color is blonde. Eyes are closed. Face looks down,sad
11018,0.926,11018,0.972,Picture of a woman. The hair is blonde. Hair color is blonde. Eyes are blue. Face looks to the left,sad
10763,0.926,10763,0.6978,Picture of a man in a suit and tie speaking into a microphone. The hair is gray. Hair color is light brown. Eyes are open. Face looks slightly slightly,sad
08045,0.926,8045,0.855,Picture of a woman. The hair is black. Hair color is black. Eyes are open. Face looks very sad,sad
16117,0.9253,16117,0.662,Picture of a child wearing a hat. The hair is blonde. Hair color is pink. Eyes are blue. Face looks to the left,sad
13997,0.9253,13997,0.9517,Picture of a woman with frng hair. The hair is wet. Hair color is green. Eyes are open. Face looks very sad,sad
12140,0.9253,12140,0.9756,Picture of a girl with a pair of sunglasses. The hair is brown. Hair color is brown. Eyes are open. Face looks like a face,sad
15135,0.9253,15135,0.859,Picture of a man. The hair is black. Hair color is black. Eyes are open. Face looks slightly slightly,sad
11774,0.9253,11774,0.8354,Picture of a man. The hair is dark. Hair color is brown. Eyes are open. Face looks slightly at the camera,sad
12803,0.9253,12803,0.9795,Picture of a man. The hair is short. Hair color is brown. Eyes are open. Face looks slightly at the camera,sad
08203,0.9253,8203,0.988,Picture of a woman with a cigarette in her mouth. The hair is blonde. Hair color is blonde. Eyes are blue. Face looks very sad,sad
03996,0.925,3996,0.693,Picture of a man. The hair is bald. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
10977,0.925,10977,0.984,Picture of a girl. The hair is long. Hair color is brown. Eyes are open. Face looks slightly,sad
02286,0.9243,2286,0.991,Picture of a man. The hair is black. Hair color is black. Eyes are open. Face looks slightly,sad
17308,0.9243,17308,0.881,Picture of a man with a beard. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly slightly,sad
10584,0.9243,10584,0.6533,Picture of a man. The hair is brown. Hair color is brown. Eyes are open. Face looks very sad,sad
01627,0.9243,1627,0.8916,Picture of a woman. The hair is brown. Hair color is brown. Eyes are open. Face looks very sad,sad
15262,0.9243,15262,0.9033,Picture of a woman. The hair is blonde. Hair color is blonde. Eyes are open. Face looks very sad,sad
10653,0.9243,10653,0.988,Picture of a young boy with curly hair. The hair is curly. Hair color is brown. Eyes are blue. Face looks like a boy,sad
17102,0.9243,17102,0.995,Picture of a man. The hair is white. Hair color is light gray. Eyes are open. Face looks slightly slightly,sad
03224,0.924,3224,0.966,Picture of a woman with a pink shirt. The hair is brown. Hair color is brown. Eyes are blue. Face looks very sad,sad
17609,0.924,17609,0.749,Picture of a woman. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly slightly,sad
17477,0.924,17477,0.7744,Picture of a woman. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
00928,0.924,928,0.918,Picture of a young girl. The hair is brown. Hair color is red. Eyes are open. Face looks to the left,sad
06624,0.924,6624,0.686,Picture of a boy. The hair is brown. Hair color is brown. Eyes are open. Face looks like a shark,sad
01161,0.924,1161,0.8706,Picture of a man with a bird on his head. The hair is black. Hair color is black. Eyes are open. Face looks very sad,sad
05498,0.924,5498,0.996,Picture of a girl. The hair is blonde. Hair color is blonde. Eyes are open. Face looks very sad,sad
06044,0.923,6044,0.9976,Picture of a man with a hat and a tie. The hair is gray. Hair color is brown. Eyes are open. Face looks slightly at camera,sad
06251,0.923,6251,0.951,Picture of a woman. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly slightly,sad
15276,0.923,15276,0.7983,Picture of a woman with frng hair. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly,sad
09544,0.923,9544,0.9355,Picture of a man with a beard. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly slightly,sad
15570,0.923,15570,0.9946,Picture of a woman. The hair is long. Hair color is brown. Eyes are open. Face looks to the left,sad
04624,0.923,4624,0.6187,Picture of a woman. The hair is brown. Hair color is red. Eyes are blue. Face looks very sad,sad
13627,0.923,13627,0.996,Picture of a woman. The hair is long. Hair color is dark brown. Eyes are open. Face looks very young,sad
04034,0.9224,4034,0.8955,Picture of a little girl. The hair is wet. Hair color is brown. Eyes are open. Face looks very sad,sad
18500,0.9224,18500,0.992,Picture of a man with a tie and a suit. The hair is black. Hair color is brown. Eyes are open. Face looks very sad,sad
14824,0.922,14824,0.995,Picture of a man. The hair is wet. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
15824,0.922,15824,0.953,Picture of a man with a grey hair. The hair is gray. Hair color is light gray. Eyes are open. Face looks slightly slightly,sad
15849,0.922,15849,0.7827,Picture of a man with glasses and a tie. The hair is dark. Hair color is dark brown. Eyes are open. Face looks slightly slightly,sad
18638,0.922,18638,0.999,Picture of a woman with a very short hair. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly to the left,sad
07543,0.922,7543,0.9004,Picture of a man. The hair is white. Hair color is white. Eyes are open. Face looks slightly slightly,sad
04657,0.922,4657,0.8438,Picture of a man. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a man,sad
12016,0.922,12016,0.9893,Picture of a man. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly,sad
05752,0.922,5752,0.899,Picture of a young girl with a hat on. The hair is brown. Hair color is brown. Eyes are open. Face looks like a pig,sad
17475,0.922,17475,0.999,Picture of a woman with long hair and a pink headband. The hair is long. Hair color is a great way to get the look of a girl. Eyes are open. Face looks like a woman,sad
04560,0.9214,4560,0.9775,Picture of a girl. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly at camera,sad
19413,0.9214,19413,0.8354,Picture of a young boy with a tooth. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a face,sad
10586,0.9214,10586,0.9995,Picture of a woman with long brown hair. The hair is long. Hair color is a great way to get a natural look. Eyes are brown. Face looks like a woman,sad
08313,0.9214,8313,0.9175,Picture of a woman. The hair is long. Hair color is red. Eyes are open. Face looks to the left,sad
05909,0.9214,5909,0.998,Picture of a woman with long brown hair. The hair is long. Hair color is brown. Eyes are blue. Face looks very different,sad
05374,0.9214,5374,0.785,Picture of a man and woman. The hair is gray. Hair color is gray. Eyes are open. Face looks slightly slightly,sad
17227,0.921,17227,0.9316,Picture of a human cell. The hair is brown. Hair color is brown. Eyes are brown. Face looks like a human,sad
16095,0.921,16095,0.895,Picture of a man with a blue scarf around his neck. The hair is gray. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
14675,0.921,14675,0.993,Picture of a young man. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly slightly,sad
01239,0.921,1239,0.945,Picture of a man. The hair is black. Hair color is dark. Eyes are open. Face looks slightly to the left,sad
00226,0.921,226,0.992,Picture of a woman. The hair is long. Hair color is brown. Eyes are open. Face looks very at the camera,sad
10512,0.9204,10512,0.9165,Picture of a girl. The hair is long. Hair color is brown. Eyes are open. Face looks very sad,sad
10587,0.9204,10587,0.867,Picture of a man. The hair is dark. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
03325,0.9204,3325,0.9272,Picture of a woman. The hair is short. Hair color is brown. Eyes are open. Face looks to the left,sad
03345,0.9204,3345,0.97,Picture of a girl. The hair is brown. Hair color is brown. Eyes are open. Face looks very sad,sad
00014,0.9194,14,0.8105,Picture of a young girl. The hair is blonde. Hair color is blonde. Eyes are open. Face looks very sad,sad
14197,0.9194,14197,0.9824,Picture of a little girl with curly hair. The hair is curly. Hair color is brown. Eyes are open. Face looks like a child,sad
13700,0.9194,13700,0.975,Picture of a woman. The hair is long. Hair color is blue. Eyes are open. Face looks to the left,sad
15703,0.9194,15703,0.9883,Picture of a man with a mustache and a mustache. The hair is black. Hair color is black. Eyes are open. Face looks very sad,sad
05364,0.9194,5364,0.969,Picture of a young girl. The hair is brown. Hair color is brown. Eyes are open. Face looks to the left,sad
15052,0.9194,15052,0.9004,Picture of a woman. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly at camera,sad
08712,0.9194,8712,0.959,Picture of a young girl. The hair is blonde. Hair color is blonde. Eyes are blue. Face looks slightly to the left,sad
14068,0.9194,14068,0.9775,Picture of a man with glasses and a white shirt. The hair is black. Hair color is brown. Eyes are wide. Face looks very sad,sad
14799,0.9194,14799,0.99,Picture of a man. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
11956,0.919,11956,0.9907,Picture of a baby. The hair is brown. Hair color is brown. Eyes are blue. Face looks very sad,sad
06712,0.919,6712,0.7505,Picture of a man. The hair is gray. Hair color is gray. Eyes are open. Face looks slightly to the left,sad
13645,0.919,13645,0.9917,Picture of a girl. The hair is brown. Hair color is brown. Eyes are open. Face looks like a little girl,sad
15516,0.919,15516,0.926,Picture of a woman with glasses and a red scarf. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly slightly,sad
19027,0.919,19027,0.9785,Picture of a baby with a hat and a red bow. The hair is brown. Hair color is brown. Eyes are blue. Face looks like a baby,sad
16218,0.9185,16218,0.801,Picture of a man in a suit and tie. The hair is gray. Hair color is light brown. Eyes are open. Face looks slightly slightly,sad
10465,0.9185,10465,0.9375,Picture of a man. The hair is gray. Hair color is gray. Eyes are open. Face looks slightly slightly,sad
12396,0.9185,12396,0.8457,Picture of a woman with a fake mustache. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a woman,sad
07477,0.9185,7477,0.8457,Picture of a man wearing a hat and a tie. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
03680,0.9185,3680,0.9966,Picture of a woman with red hair. The hair is red. Hair color is red. Eyes are open. Face looks straight,sad
05467,0.9185,5467,0.8765,Picture of a woman. The hair is brown. Hair color is brown. Eyes are open. Face looks to the left,sad
18799,0.918,18799,0.7705,Picture of a woman with long hair. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
07135,0.918,7135,0.927,Picture of a man with a tie and a suit. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
13812,0.918,13812,0.9263,Picture of a man. The hair is wet. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
09294,0.9175,9294,0.7373,Picture of a woman with a flower in her hair. The hair is wet. Hair color is black. Eyes are open. Face looks like a sad woman,sad
15318,0.9175,15318,0.8066,Picture of a man with a serious look on his face. The hair is dark. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
10803,0.9175,10803,0.9907,Picture of a woman. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly,sad
04066,0.9175,4066,0.922,Picture of a child eating a banana. The hair is blonde. Hair color is blonde. Eyes are blue. Face looks like a child,sad
10418,0.9175,10418,0.9526,Picture of a little girl with a nose piercing. The hair is blonde. Hair color is red. Eyes are blue. Face looks like a sad little girl,sad
12073,0.9175,12073,0.8726,Picture of a man. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly at camera,sad
09005,0.9175,9005,0.9883,Picture of a woman with glasses. The hair is white. Hair color is white. Eyes are open. Face looks slightly slightly,sad
08250,0.9175,8250,0.9976,Picture of a girl. The hair is black. Hair color is black. Eyes are open. Face looks slightly to the left,sad
11670,0.9175,11670,0.9097,Picture of a man wearing a hat and a black shirt. The hair is blonde. Hair color is blonde. Eyes are open. Face looks very serious,sad
04784,0.9175,4784,0.953,Picture of a man. The hair is brown. Hair color is brown. Eyes are open. Face looks to the left,sad
04142,0.9175,4142,0.9727,Picture of a girl. The hair is brown. Hair color is brown. Eyes are blue. Face looks very sad,sad
08502,0.9165,8502,0.762,Picture of a man wearing a hat and glasses. The hair is gray. Hair color is white. Eyes are open. Face looks slightly slightly,sad
18092,0.9165,18092,0.7944,Picture of a man. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
03936,0.9165,3936,0.867,Picture of a man with curly hair. The hair is wet. Hair color is black. Eyes are open. Face looks slightly to the left,sad
10690,0.9165,10690,0.9604,Picture of a woman. The hair is blonde. Hair color is red. Eyes are open. Face looks to the left,sad
07175,0.9165,7175,0.939,Picture of a man with glasses and a mustache. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
15979,0.9165,15979,0.997,Picture of a man with glasses and a tie. The hair is curly. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
07659,0.9165,7659,0.644,Picture of a man with glasses and a tie. The hair is gray. Hair color is brown. Eyes are closed. Face looks slightly slightly,sad
07670,0.916,7670,0.867,Picture of a man. The hair is curly. Hair color is dark brown. Eyes are open. Face looks very sad,sad
01589,0.916,1589,0.6514,Picture of a woman. The hair is blonde. Hair color is blonde. Eyes are closed. Face looks slightly,sad
09870,0.916,9870,0.9897,Picture of a woman with a hat and a jacket. The hair is brown. Hair color is brown. Eyes are blue. Face looks like a woman,sad
05755,0.916,5755,0.8696,Picture of a man with glasses and a tie. The hair is blonde. Hair color is light brown. Eyes are open. Face looks slightly slightly,sad
17695,0.916,17695,0.9966,"Picture of a blonded woman with a messy hairdo. The hair is blonde and has a lot of fr fr fr. Hair color is a great way to get a new look. Eyes are open, but the hair is not in focus. Face looks like a human",sad
04157,0.916,4157,0.9995,Picture of a woman with a short hair. The hair is brown. Hair color is brown. Eyes are open. Face looks very sad,sad
19939,0.916,19939,0.999,Picture of a young woman with frc. The hair is black. Hair color is brown. Eyes are brown. Face looks like a human,sad
18086,0.916,18086,0.979,Picture of a man. The hair is brown. Hair color is brown. Eyes are open. Face looks down,sad
13353,0.916,13353,0.644,Picture of a man with glasses and a tie. The hair is gray. Hair color is brown. Eyes are open. Face looks like a man,sad
07310,0.916,7310,0.9995,Picture of a man. The hair is gray. Hair color is light gray. Eyes are blue. Face looks very sad,sad
02082,0.916,2082,0.9688,Picture of a man with a flower crown on his head. The hair is long. Hair color is brown. Eyes are open. Face looks to the left,sad
11538,0.916,11538,0.968,Picture of a man. The hair is black. Hair color is brown. Eyes are open. Face looks very confused,sad
01568,0.916,1568,0.9907,Picture of a man. The hair is brown. Hair color is brown. Eyes are closed. Face looks down,sad
13549,0.9155,13549,0.9697,Picture of a young girl with a flower in her hair. The hair is brown. Hair color is brown. Eyes are open. Face looks like a girl,sad
00121,0.9155,121,0.8643,Picture of a man wearing a hat. The hair is brown. Hair color is brown. Eyes are open. Face looks like a man,sad
08679,0.9155,8679,0.731,Picture of a woman with long hair and red lipstick. The hair is long. Hair color is blonde. Eyes are open. Face looks like a woman with long hair,sad
00391,0.915,391,0.958,Picture of a man. The hair is gray. Hair color is light brown. Eyes are blue. Face looks slightly,sad
02466,0.915,2466,0.853,Picture of a man. The hair is black. Hair color is black. Eyes are open. Face looks very sad,sad
05263,0.915,5263,0.995,Picture of a man with long hair. The hair is long. Hair color is blonde. Eyes are open. Face looks like a man,sad
16639,0.915,16639,0.84,Picture of a todd girl with a messy hairdo. The hair is messy. Hair color is pink. Eyes are open. Face looks like a face,sad
03745,0.915,3745,0.999,Picture of a girl with a green background. The hair is wet. Hair color is a great way to get rid from the sun. Eyes are the window to the soul of the soul. Face looks like a sad little girl,sad
13229,0.915,13229,0.9346,Picture of a woman with glasses. The hair is long. Hair color is dark brown. Eyes are blue. Face looks slightly,sad
00902,0.915,902,0.8354,Picture of a woman. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a woman,sad
18733,0.915,18733,0.983,Picture of a woman. The hair is brown. Hair color is brown. Eyes are open. Face looks to the left,sad
09006,0.914,9006,0.961,Picture of a woman with curly hair. The hair is blonde. Hair color is red. Eyes are blue. Face looks very sad,sad
05694,0.914,5694,0.997,Picture of a man. The hair is black. Hair color is black. Eyes are open. Face looks slightly to the left,sad
01943,0.914,1943,0.955,Picture of a woman. The hair is gray. Hair color is light gray. Eyes are open. Face looks like a woman,sad
06956,0.914,6956,0.907,Picture of a young boy. The hair is black. Hair color is black. Eyes are open. Face looks very sad,sad
13232,0.914,13232,0.956,Picture of a woman. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a woman,sad
15473,0.914,15473,0.905,Picture of a man with glasses. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
04368,0.914,4368,0.9966,Picture of a woman with a hairdo. The hair is brown. Hair color is brown. Eyes are open. Face looks like a girl with a pair of sunglasses on her head,sad
18657,0.9136,18657,0.6724,Picture of a man with a beard. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly slightly,sad
09702,0.9136,9702,0.8335,Picture of a man with glasses and a beard. The hair is gray. Hair color is gray. Eyes are open. Face looks slightly slightly,sad
14970,0.9136,14970,0.9873,Picture of a woman. The hair is black. Hair color is black. Eyes are open. Face looks slightly at camera,sad
01730,0.9136,1730,0.971,Picture of a young man with glasses. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
08138,0.9136,8138,0.9487,Picture of a young boy. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a boy,sad
11754,0.9136,11754,0.913,Picture of a woman. The hair is curly. Hair color is black. Eyes are open. Face looks slightly,sad
12688,0.9136,12688,0.9927,Picture of a girl with a flower in her hair. The hair is long. Hair color is brown. Eyes are open. Face looks to the left,sad
05878,0.9136,5878,0.9854,Picture of a man with a red shirt. The hair is blonde. Hair color is blonde. Eyes are blue. Face looks slightly slightly,sad
06732,0.9136,6732,0.999,Picture of a girl. The hair is long. Hair color is brown. Eyes are green. Face looks like a girl,sad
13619,0.9136,13619,0.793,Picture of a girl with a face painted like a bird. The hair is black. Hair color is blue. Eyes are blue. Face looks like a bird,sad
11464,0.9136,11464,0.662,Picture of a man. The hair is gray. Hair color is gray. Eyes are open. Face looks slightly slightly,sad
02670,0.913,2670,0.984,Picture of a woman with glasses. The hair is blonde. Hair color is blonde. Eyes are blue. Face looks slightly,sad
06904,0.913,6904,0.9995,Picture of a man with a beard. The hair is brown. Hair color is brown. Eyes are open. Face looks very serious,sad
05493,0.913,5493,0.717,"Picture of jose rodriguez. The hair is gray. Hair color is gray. Eyes are the window to the soul of the soul, says dr oz ozenii. Face looks slightly to the left",sad
16083,0.913,16083,0.981,Picture of an older woman. The hair is white. Hair color is white. Eyes are open. Face looks slightly slightly,sad
13061,0.913,13061,0.999,Picture of a young boy. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly at camera,sad
13214,0.913,13214,0.998,Picture of a woman. The hair is brown. Hair color is brown. Eyes are brown. Face looks slightly slightly,sad
19519,0.913,19519,0.887,Picture of a woman. The hair is black. Hair color is brown. Eyes are open. Face looks slightly at the camera,sad
05893,0.9126,5893,0.9966,Picture of a young girl with a red bow. The hair is long. Hair color is red. Eyes are open. Face looks very sad,sad
01392,0.9126,1392,0.669,Picture of a woman with glasses. The hair is curly. Hair color is brown. Eyes are open. Face looks slightly,sad
11849,0.9126,11849,0.994,Picture of a woman with sunglasses and a scarf. The hair is blonde. Hair color is blonde. Eyes are open. Face looks to the left,sad
17039,0.9126,17039,0.874,Picture of a woman with glasses. The hair is brown. Hair color is red. Eyes are clear. Face looks like a woman,sad
15438,0.9126,15438,0.9565,Picture of a man. The hair is black. Hair color is black. Eyes are open. Face looks slightly,sad
02386,0.9126,2386,0.9966,Picture of a woman. The hair is long. Hair color is brown. Eyes are open. Face looks down,sad
04092,0.9126,4092,0.9517,Picture of a man with a messy hair. The hair is wet. Hair color is brown. Eyes are open. Face looks like a man,sad
05382,0.9126,5382,0.9136,Picture of a man. The hair is gray. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
04851,0.9126,4851,0.7295,Picture of a man in a suit and tie. The hair is gray. Hair color is gray. Eyes are open. Face looks slightly slightly,sad
11951,0.9126,11951,0.9946,Picture of a woman with blonde hair. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly slightly,sad
04927,0.9126,4927,0.9565,Picture of a man with glasses. The hair is black. Hair color is black. Eyes are open. Face looks slightly to the left,sad
06577,0.9116,6577,0.983,Picture of a model with pink hair and purple eyeshad. The hair is long and blonde. Hair color is a trend for fall. Eyes are the best makeup for a red - hot - hot - hot look. Face looks makeup makeup tips for the new year,sad
03005,0.9116,3005,0.766,Picture of a young boy. The hair is blonde. Hair color is blonde. Eyes are open. Face looks very sad,sad
05369,0.9116,5369,0.9883,Picture of a woman wearing a hat. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
